month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-09-01,07N,G83002,Simvastatin_Tab 20mg,1,26.286140000000003,1000
2019-03-01,07N,G83029,Amlodipine_Tab 10mg,1,18.91651,846
2019-04-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,21.21415,392
2019-04-01,07N,G83028,Amlodipine_Tab 5mg,1,13.37975,563
2018-11-01,07N,G83047,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2019-02-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-02-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,20.16345,392
2019-02-01,07N,G83009,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-06-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,21.21969,392
2019-06-01,07N,G83009,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-08-01,07N,G83009,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,25.88765,392
2018-11-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,22.09264,392
2018-11-01,07N,G83009,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-10-01,07N,G83029,Amlodipine_Tab 10mg,1,20.29606,846
2018-10-01,07N,G83002,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-03-01,07N,G83024,Ramipril_Cap 5mg,1,15.13525,566
2019-05-01,07N,G83047,Levothyrox Sod_Tab 100mcg,1,11.4906,336
