month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,23.21995,350
2018-08-01,11M,L84003,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2019-07-01,11M,L84003,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2019-07-01,11M,L84036,Levothyrox Sod_Tab 25mcg,1,108.07462,2100
2018-12-01,11M,L84003,Levothyrox Sod_Tab 50mcg,1,11.26196,336
2018-12-01,11M,L84003,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2018-11-01,11M,L84023,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2018-09-01,11M,L84036,Levothyrox Sod_Tab 25mcg,1,138.48922,2100
2018-09-01,11M,L84003,Levothyrox Sod_Tab 50mcg,1,12.2596,336
2018-10-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,25.16798,400
2018-10-01,11M,L84058,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-05-01,11M,L84036,Levothyrox Sod_Tab 25mcg,1,113.54075,2100
2019-01-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,12.61665,392
2019-01-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,20.66159,400
2018-08-01,11M,L84052,Levothyrox Sod_Tab 100mcg,1,14.842529999999998,400
2018-08-01,11M,L84049,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2018-11-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,12.87089,392
2018-09-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,14.43069,392
2019-03-01,11M,L84003,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-03-01,11M,L84023,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-03-01,11M,L84040,Levothyrox Sod_Tab 100mcg,1,10.82662,336
2019-03-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,12.62899,392
2019-05-01,11M,L84015,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-06-01,11M,L84023,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2018-08-01,11M,L84023,Levothyrox Sod_Tab 50mcg,1,12.27203,336
2018-12-01,11M,L84036,Levothyrox Sod_Tab 25mcg,1,118.35551000000001,2100
2018-12-01,11M,L84039,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2018-12-01,11M,L84052,Levothyrox Sod_Tab 100mcg,1,13.23688,400
2018-12-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,19.83625,350
2019-04-01,11M,L84003,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2019-04-01,11M,L84052,Levothyrox Sod_Tab 100mcg,1,13.77926,400
2019-04-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,38.73451,400
2018-11-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,19.8269,350
2018-10-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,14.043520000000001,392
2019-03-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,18.117520000000003,350
2019-05-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,13.40364,392
2019-02-01,11M,L84012,Simvastatin_Tab 40mg,2,33.45512,700
2019-02-01,11M,L84049,Levothyrox Sod_Tab 100mcg,1,10.821539999999999,336
2019-02-01,11M,L84052,Levothyrox Sod_Tab 100mcg,1,12.98307,400
2019-01-01,11M,L84015,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-06-01,11M,L84003,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2019-06-01,11M,L84040,Levothyrox Sod_Tab 25mcg,1,30.845309999999998,568
2019-06-01,11M,L84058,Levothyrox Sod_Tab 100mcg,1,13.41332,392
