month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,06N,E82096,Ramipril_Tab 1.25mg,1,22.17045,380
2019-07-01,06N,E82028,Atorvastatin_Tab 40mg,1,30.51855,848
2019-07-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2018-12-01,06N,E82015,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,06N,E82643,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2018-11-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2018-09-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2019-05-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-02-01,06N,E82085,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-06-01,06N,E82643,Levothyrox Sod_Tab 100mcg,1,11.49891,336
2019-07-01,06N,E82071,Ramipril_Cap 2.5mg,1,10.94411,336
2018-09-01,06N,E82071,Levothyrox Sod_Tab 100mcg,1,14.827589999999999,400
2018-10-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2018-10-01,06N,E82603,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2019-03-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-02-01,06N,E82077,Simvastatin_Tab 20mg,1,8.25854,336
2019-02-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-06-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-08-01,06N,E82077,Simvastatin_Tab 20mg,1,8.817039999999999,336
2018-08-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2019-04-01,06N,E82077,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2019-04-01,06N,E82603,Levothyrox Sod_Tab 25mcg,1,27.1581,500
2018-09-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,12.2596,336
2018-09-01,06N,E82630,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2018-09-01,06N,E82015,Levothyrox Sod_Tab 100mcg,1,13.352360000000001,360
2018-10-01,06N,E82027,Levothyrox Sod_Tab 50mcg,1,13.4197,365
2019-05-01,06N,E82077,Simvastatin_Tab 20mg,1,8.37032,336
2019-05-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-02-01,06N,E82098,Atorvastatin_Tab 40mg,1,17.84904,563
2019-01-01,06N,E82071,Ramipril_Cap 2.5mg,1,10.481910000000001,336
2019-01-01,06N,E82077,Levothyrox Sod_Tab 25mcg,2,34.55189,336
2019-01-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2019-06-01,06N,E82084,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2019-06-01,06N,E82124,Levothyrox Sod_Tab 50mcg,1,19.117179999999998,556
