month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,04K,C84039,Levothyrox Sod_Tab 25mcg,1,23.68102,420
2019-05-01,04K,C84039,Levothyrox Sod_Tab 25mcg,1,22.71807,420
2019-02-01,04K,C84135,Atorvastatin_Tab 10mg,1,7.1442,336
2019-07-01,04K,C84072,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2019-07-01,04K,C84092,Levothyrox Sod_Tab 25mcg,1,43.23729,840
2018-11-01,04K,C84698,Amlodipine_Tab 5mg,1,12.65546,565
2018-10-01,04K,C84039,Levothyrox Sod_Tab 25mcg,1,26.320759999999996,420
2019-03-01,04K,C84039,Levothyrox Sod_Tab 25mcg,1,21.61297,420
2019-02-01,04K,C84078,Atorvastatin_Tab 20mg,1,8.59285,336
2019-06-01,04K,C84092,Levothyrox Sod_Tab 25mcg,1,45.456590000000006,840
2018-08-01,04K,C84039,Levothyrox Sod_Tab 25mcg,1,27.735879999999998,420
2018-08-01,04K,C84060,Levothyrox Sod_Tab 50mcg,1,12.27203,336
