month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,07Q,G84008,Levothyrox Sod_Tab 50mcg,1,12.27203,336
2019-07-01,07Q,G84022,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2019-04-01,07Q,G84020,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2019-03-01,07Q,G84020,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-01-01,07Q,G84020,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2018-12-01,07Q,G84004,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,07Q,G84040,Ramipril_Cap 2.5mg,1,13.35755,360
2019-04-01,07Q,G84008,Levothyrox Sod_Tab 50mcg,1,11.49591,336
2019-04-01,07Q,G84018,Atorvastatin_Tab 20mg,1,9.04312,336
2018-10-01,07Q,G84040,Ramipril_Cap 2.5mg,1,14.551839999999999,360
2018-10-01,07Q,G84008,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-05-01,07Q,G84004,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-01-01,07Q,G84004,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2018-08-01,07Q,G84020,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-11-01,07Q,G84040,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-09-01,07Q,G84004,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2019-03-01,07Q,G84004,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-05-01,07Q,G84040,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-02-01,07Q,G84040,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-06-01,07Q,G84008,Levothyrox Sod_Tab 50mcg,1,11.49891,336
