month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,08D,F85014,Levothyrox Sod_Tab 25mcg,1,27.1581,500
2019-03-01,08D,F85066,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-06-01,08D,F85066,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-08-01,08D,Y03035,Levothyrox Sod_Tab 50mcg,2,26.490129999999997,360
2019-07-01,08D,Y03035,Levothyrox Sod_Tab 50mcg,1,12.90325,360
2019-04-01,08D,Y03035,Levothyrox Sod_Tab 50mcg,1,12.4135,360
2018-11-01,08D,F85066,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-09-01,08D,Y03035,Levothyrox Sod_Tab 25mcg,1,33.08705,500
2018-09-01,08D,F85675,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-10-01,08D,F85014,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2019-02-01,08D,F85688,Ramipril_Cap 5mg,1,8.92715,336
2019-02-01,08D,Y03035,Levothyrox Sod_Tab 25mcg,1,25.8166,500
2018-08-01,08D,F85014,Levothyrox Sod_Tab 50mcg,1,18.35324,500
2019-04-01,08D,F85014,Levothyrox Sod_Tab 50mcg,1,11.49591,336
2018-10-01,08D,F85014,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-01-01,08D,F85014,Levothyrox Sod_Tab 50mcg,1,16.354979999999998,500
2019-01-01,08D,Y03035,Levothyrox Sod_Tab 50mcg,1,11.80706,360
