month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,11X,L85053,Ramipril_Cap 1.25mg,1,17.4895,400
2018-08-01,15D,H81047,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,01J,N83605,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,02P,C85005,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,05X,M82028,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,15N,L83058,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,00Q,P81022,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,10V,J82098,Ramipril_Cap 10mg,1,11.26897,336
2018-08-01,06N,E82096,Ramipril_Tab 1.25mg,1,22.17045,380
2018-08-01,10K,J82215,Amlodipine_Tab 5mg,1,12.16058,336
2018-08-01,08V,F84676,Amlodipine_Tab 5mg,1,12.16058,336
2018-08-01,00L,A84009,Atorvastatin_Tab 40mg,1,12.94074,336
2018-08-01,08F,F82686,Simvastatin_Tab 10mg,1,6.25367,336
2018-08-01,00T,P82640,Simvastatin_Tab 40mg,1,10.64454,365
2018-08-01,15C,L81120,Levothyrox Sod_Tab 25mcg,1,25.06818,378
2018-08-01,15E,M85026,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,36.97704,560
2018-08-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,15A,K81012,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,15A,K81069,Levothyrox Sod_Tab 25mcg,1,24.03942,364
2018-08-01,13T,A86018,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,05R,M84062,Levothyrox Sod_Tab 25mcg,1,23.10755,350
2018-08-01,02A,P91003,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,00P,A89010,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,10X,J82080,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,08P,H84005,Levothyrox Sod_Tab 25mcg,1,39.71472,600
2018-08-01,03A,B85032,Levothyrox Sod_Tab 25mcg,1,32.4447,336
2018-08-01,11A,J82064,Levothyrox Sod_Tab 25mcg,1,27.73588,420
2018-08-01,11M,L84606,Levothyrox Sod_Tab 25mcg,1,23.21995,350
2018-08-01,09D,G81042,Levothyrox Sod_Tab 25mcg,1,40.55277,420
2018-08-01,09D,G81638,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,08X,H85041,Levothyrox Sod_Tab 25mcg,2,44.38237,336
2018-08-01,99M,J82125,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,09N,H81043,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,09L,H81023,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-08-01,09Y,H81003,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,07K,D83033,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,03N,C88011,Levothyrox Sod_Tab 25mcg,1,23.87937,360
2018-08-01,01G,P87634,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,01K,A82007,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,15M,C81075,Levothyrox Sod_Tab 25mcg,1,33.00813,500
