month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-09-01,05L,M85684,Ramipril_Tab 2.5mg,1,44.54766,336
2018-09-01,05L,M85019,Levothyrox Sod_Tab 25mcg,1,29.78402,450
2018-09-01,05L,M88645,Levothyrox Sod_Tab 50mcg,1,12.2596,336
2019-02-01,05L,M88015,Simvastatin_Tab 40mg,1,8.035680000000001,336
2019-02-01,05L,M88645,Levothyrox Sod_Tab 50mcg,1,10.93297,336
2019-07-01,05L,M88645,Levothyrox Sod_Tab 50mcg,1,11.94805,336
2019-04-01,05L,M85124,Levothyrox Sod_Tab 100mcg,1,28.721159999999998,840
2019-03-01,05L,M88015,Simvastatin_Tab 40mg,1,8.03945,336
2019-05-01,05L,M88645,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-01-01,05L,M88626,Amlodipine_Tab 5mg,1,7.25195,336
2019-07-01,05L,M88002,Levothyrox Sod_Tab 25mcg,1,43.23729,840
2019-07-01,05L,M88646,Ramipril_Cap 2.5mg,1,13.126339999999999,400
