month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-10-01,08W,F86638,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-02-01,08W,F86616,Atorvastatin_Tab 40mg,1,10.59867,336
2019-06-01,08W,F86638,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2018-08-01,08W,F86638,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2019-07-01,08W,F86664,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2019-06-01,08W,F86638,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-08-01,08W,F86038,Levothyrox Sod_Tab 50mcg,1,12.27203,336
2018-12-01,08W,F86616,Ramipril_Cap 2.5mg,1,12.37577,336
2019-04-01,08W,F86666,Ramipril_Cap 2.5mg,1,12.27634,336
2018-10-01,08W,F86664,Levothyrox Sod_Tab 100mcg,1,12.03908,336
2019-03-01,08W,F86638,Levothyrox Sod_Tab 25mcg,1,17.29286,336
