month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,00M,A81023,Levothyrox Sod_Tab 25mcg,1,22.72856,420
2018-09-01,00M,A81023,Levothyrox Sod_Tab 50mcg,2,24.5192,336
2019-07-01,00M,A81023,Levothyrox Sod_Tab 25mcg,1,21.62484,420
2019-07-01,00M,A81023,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2018-12-01,00M,A81023,Levothyrox Sod_Tab 25mcg,2,37.8946,336
2018-12-01,00M,A81023,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2018-09-01,00M,A81023,Levothyrox Sod_Tab 25mcg,3,66.50607,336
2018-10-01,00M,A81048,Ramipril_Cap 2.5mg,1,13.48673,336
2018-10-01,00M,A81045,Ramipril_Cap 5mg,1,15.314860000000001,476
2018-10-01,00M,A81023,Levothyrox Sod_Tab 100mcg,1,12.03908,336
2019-01-01,00M,A81023,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2018-08-01,00M,A81023,Levothyrox Sod_Tab 50mcg,1,12.27203,336
2019-07-01,00M,A81023,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2018-12-01,00M,A81023,Levothyrox Sod_Tab 25mcg,1,28.29198,500
2018-12-01,00M,A81023,Levothyrox Sod_Tab 50mcg,1,11.26196,336
2018-10-01,00M,A81023,Levothyrox Sod_Tab 100mcg,1,12.85363,356
2019-03-01,00M,A81023,Levothyrox Sod_Tab 25mcg,1,21.61297,420
