month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,03A,B85032,Levothyrox Sod_Tab 25mcg,1,32.4447,336
2018-12-01,03A,B85032,Levothyrox Sod_Tab 25mcg,1,32.424490000000006,336
2019-04-01,03A,B85610,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2019-03-01,03A,B85061,Atorvastatin_Tab 20mg,1,17.18137,672
2019-05-01,03A,B85611,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-01-01,03A,B85611,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-06-01,03A,B85032,Levothyrox Sod_Tab 25mcg,1,32.46457,336
2018-12-01,03A,B85611,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-11-01,03A,B85610,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2019-03-01,03A,B85032,Levothyrox Sod_Tab 25mcg,1,32.45507,336
