month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,07W,E85013,Levothyrox Sod_Tab 100mcg,1,18.569020000000002,504
2018-10-01,07W,E85120,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2019-06-01,07W,E85006,Levothyrox Sod_Tab 25mcg,1,454.45429,8400
2019-07-01,07W,E85026,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2019-07-01,07W,E85657,Levothyrox Sod_Tab 25mcg,1,20.18401,392
2019-04-01,07W,E85098,Atorvastatin_Tab 20mg,1,15.29367,565
2019-04-01,07W,E85127,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2019-04-01,07W,E85657,Levothyrox Sod_Tab 25mcg,1,21.21415,392
2018-12-01,07W,E85120,Levothyrox Sod_Tab 25mcg,1,28.29198,500
2019-02-01,07W,E85726,Levothyrox Sod_Tab 100mcg,1,10.821539999999999,336
2019-02-01,07W,E85745,Simvastatin_Tab 40mg,1,8.035680000000001,336
