month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,08X,H85041,Levothyrox Sod_Tab 25mcg,2,44.38237,336
2019-07-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2019-07-01,08X,Y01132,Levothyrox Sod_Tab 25mcg,1,23.574679999999997,456
2018-12-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-04-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-11-01,08X,H85009,Ramipril_Cap 2.5mg,1,12.36991,336
2018-11-01,08X,H85114,Levothyrox Sod_Tab 50mcg,1,16.87874,504
2018-09-01,08X,H85007,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-10-01,08X,H85111,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2018-10-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-02-01,08X,H85069,Amlodipine_Tab 10mg,1,7.4785,336
2019-02-01,08X,H85069,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-02-01,08X,H85087,Amlodipine_Tab 5mg,1,7.25564,336
2018-08-01,08X,H85066,Ramipril_Cap 10mg,1,12.20702,364
2018-12-01,08X,H85007,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-03-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-05-01,08X,H85114,Levothyrox Sod_Tab 50mcg,1,17.22971,504
2019-02-01,08X,H85069,Levothyrox Sod_Tab 50mcg,1,10.93297,336
2019-01-01,08X,H85041,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-01-01,08X,Y01132,Levothyrox Sod_Tab 25mcg,1,23.53885,456
2019-06-01,08X,H85009,Levothyrox Sod_Tab 100mcg,1,11.49891,336
2018-08-01,08X,H85066,Amlodipine_Tab 5mg,1,13.17293,364
2019-07-01,08X,Y02423,Levothyrox Sod_Tab 100mcg,1,17.91587,504
2018-09-01,08X,H85069,Amlodipine_Tab 10mg,1,12.48227,336
2018-10-01,08X,H85111,Levothyrox Sod_Tab 50mcg,1,36.57291,1000
2019-05-01,08X,H85009,Ramipril_Cap 2.5mg,1,12.27068,336
2019-05-01,08X,H85057,Amlodipine_Tab 10mg,1,8.59104,360
2019-01-01,08X,Y02423,Levothyrox Sod_Tab 100mcg,1,16.21786,504
