month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,4,44.15677,336
2019-04-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,27.271790000000003,504
2018-10-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,2,63.16486,504
2019-03-01,02Q,C84024,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-03-01,02Q,C84024,Levothyrox Sod_Tab 50mcg,1,16.40096,504
2019-03-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,4,43.306490000000004,336
2019-05-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,27.259209999999996,504
2019-05-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,1,11.4906,336
2019-02-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-02-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,2,21.64307,336
2019-01-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-07-01,02Q,C84013,Levothyrox Sod_Tab 50mcg,1,74.61019,2100
2019-07-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2018-12-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,22.65792,400
2018-11-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,28.40128,504
2018-11-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2018-09-01,02Q,C84024,Levothyrox Sod_Tab 50mcg,1,12.2596,336
2018-09-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2018-10-01,02Q,C84024,Levothyrox Sod_Tab 50mcg,1,18.38649,504
2019-06-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-08-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,33.28058,504
2018-08-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,2,24.76696,336
2019-07-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,25.947329999999997,504
2019-04-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,2,22.99181,336
2018-10-01,02Q,C84024,Levothyrox Sod_Tab 100mcg,3,36.11724,336
2019-01-01,02Q,C84024,Levothyrox Sod_Tab 25mcg,1,25.90772,504
