month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,18.9349,336
2019-04-01,07J,D82049,Levothyrox Sod_Tab 100mcg,1,11.48351,336
2018-10-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,21.046689999999998,336
2019-03-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,17.28046,336
2019-02-01,07J,D82049,Levothyrox Sod_Tab 100mcg,1,10.80914,336
2019-06-01,07J,D82049,Levothyrox Sod_Tab 100mcg,1,15.315339999999999,448
2019-05-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,18.16454,336
2018-11-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,18.92592,336
2019-01-01,07J,D82049,Levothyrox Sod_Tab 100mcg,1,10.80364,336
2019-06-01,07J,D82049,Levothyrox Sod_Tab 25mcg,1,18.17768,336
