month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-09-01,07M,E83017,Atorvastatin_Tab 40mg,1,15.48634,400
2018-09-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2019-03-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-05-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-06-01,07M,E83046,Ramipril_Cap 2.5mg,1,12.279539999999999,336
2018-08-01,07M,E83009,Levothyrox Sod_Tab 25mcg,1,66.11936999999999,1000
2019-07-01,07M,E83036,Levothyrox Sod_Tab 25mcg,2,34.60471,336
2018-12-01,07M,E83021,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,07M,E83036,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-10-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,28.07465,448
2019-03-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,23.05301,448
2019-05-01,07M,E83638,Levothyrox Sod_Tab 100mcg,1,13.77295,400
2019-02-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-01-01,07M,E83046,Ramipril_Cap 2.5mg,1,10.481910000000001,336
2019-06-01,07M,E83024,Levothyrox Sod_Tab 25mcg,2,36.38015,336
2018-08-01,07M,E83024,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-11-01,07M,E83045,Amlodipine_Tab 5mg,1,7.471439999999999,336
2018-11-01,07M,E83045,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2018-10-01,07M,E83046,Ramipril_Cap 2.5mg,1,13.48673,336
2019-05-01,07M,E83045,Amlodipine_Tab 5mg,1,7.9245600000000005,336
2019-05-01,07M,E83638,Levothyrox Sod_Tab 25mcg,1,21.74083,400
2019-05-01,07M,E83638,Levothyrox Sod_Tab 50mcg,1,13.77295,400
2019-01-01,07M,E83017,Levothyrox Sod_Tab 25mcg,1,23.03046,448
2019-01-01,07M,E83045,Amlodipine_Tab 5mg,1,7.25195,336
2019-01-01,07M,E83653,Levothyrox Sod_Tab 100mcg,1,10.81604,336
