month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,00L,A84009,Atorvastatin_Tab 40mg,1,12.94074,336
2018-12-01,00L,A84045,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-04-01,00L,A84011,Levothyrox Sod_Tab 100mcg,1,13.66686,400
2018-09-01,00L,A84009,Ramipril_Cap 2.5mg,1,15.599739999999999,336
2019-03-01,00L,A84045,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-05-01,00L,A84039,Levothyrox Sod_Tab 25mcg,1,75.69797,1400
2019-02-01,00L,A84039,Levothyrox Sod_Tab 25mcg,1,71.98044,1400
2018-08-01,00L,A84009,Amlodipine_Tab 10mg,1,12.49493,336
2018-08-01,00L,A84031,Atorvastatin_Tab 40mg,1,12.94074,336
2019-07-01,00L,A84039,Levothyrox Sod_Tab 100mcg,1,29.85152,840
2018-12-01,00L,A84039,Levothyrox Sod_Tab 25mcg,1,78.90781,1400
2019-03-01,00L,A84039,Levothyrox Sod_Tab 25mcg,1,72.01431,1400
2019-06-01,00L,A84039,Levothyrox Sod_Tab 25mcg,1,75.75272,1400
2018-10-01,00L,A84006,Ramipril_Cap 2.5mg,1,16.15725,400
2019-05-01,00L,A84039,Levothyrox Sod_Tab 100mcg,1,28.70791,840
2019-05-01,00L,A84045,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-02-01,00L,A84031,Atorvastatin_Tab 40mg,1,10.59867,336
