month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,01G,P87634,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2019-04-01,01G,P87620,Levothyrox Sod_Tab 50mcg,1,11.49591,336
2018-10-01,01G,P87648,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2018-10-01,01G,P87620,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-05-01,01G,Y00445,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-02-01,01G,P87634,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-01-01,01G,P87648,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-07-01,01G,P87008,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2018-11-01,01G,P87634,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2019-06-01,01G,P87634,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2019-05-01,01G,P87648,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-01-01,01G,P87008,Levothyrox Sod_Tab 100mcg,1,10.81604,336
