month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-07-01,09G,H82021,Levothyrox Sod_Tab 100mcg,1,29.85152,840
2018-12-01,09G,H82011,Ramipril_Cap 2.5mg,1,14.83336,400
2018-09-01,09G,H82016,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-09-01,09G,H82641,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2018-10-01,09G,H82016,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-03-01,09G,H82029,Ramipril_Cap 5mg,1,8.93135,336
2019-07-01,09G,H82021,Levothyrox Sod_Tab 50mcg,1,29.85152,840
2019-04-01,09G,H82641,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2019-03-01,09G,H82067,Levothyrox Sod_Tab 100mcg,1,10.82662,336
2018-12-01,09G,H82016,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2018-12-01,09G,H82067,Levothyrox Sod_Tab 100mcg,1,11.03919,336
