month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,07R,F83020,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2019-07-01,07R,F83022,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2019-07-01,07R,F83057,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2018-11-01,07R,F83057,Levothyrox Sod_Tab 25mcg,1,20.39282,360
2018-11-01,07R,F83633,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2019-03-01,07R,F83057,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2018-08-01,07R,F83023,Levothyrox Sod_Tab 100mcg,1,18.569020000000002,504
2018-11-01,07R,F83022,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-11-01,07R,F83057,Levothyrox Sod_Tab 25mcg,2,37.87664,336
2018-09-01,07R,F83023,Atorvastatin_Tab 10mg,1,9.52047,400
2018-09-01,07R,F83623,Simvastatin_Tab 20mg,1,8.808110000000001,336
2018-10-01,07R,F83623,Amlodipine_Tab 10mg,1,8.03019,336
2019-03-01,07R,F83023,Levothyrox Sod_Tab 100mcg,2,32.46747,504
2018-08-01,07R,F83003,Levothyrox Sod_Tab 50mcg,1,12.27203,336
2019-04-01,07R,F83020,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-11-01,07R,F83020,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-09-01,07R,F83057,Amlodipine_Tab 5mg,1,12.14826,336
2018-10-01,07R,F83003,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-03-01,07R,F83022,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-03-01,07R,F83623,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-05-01,07R,F83003,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-01-01,07R,F83003,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2019-06-01,07R,F83633,Levothyrox Sod_Tab 100mcg,1,11.49891,336
