month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-07-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,20.69302,400
2018-10-01,00J,A83029,Levothyrox Sod_Tab 100mcg,1,16.04797,448
2019-05-01,00J,A83029,Levothyrox Sod_Tab 100mcg,1,17.22971,504
2019-02-01,00J,A83029,Levothyrox Sod_Tab 100mcg,1,16.23324,501
2018-08-01,00J,A83011,Amlodipine_Tab 5mg,1,12.16058,336
2018-12-01,00J,A83011,Amlodipine_Tab 5mg,1,7.47498,336
2018-10-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,25.16798,400
2019-03-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,20.681720000000002,400
2019-01-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,20.66159,400
2019-06-01,00J,A83036,Ramipril_Cap 2.5mg,1,14.71216,400
2018-11-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,22.64724,400
2019-05-01,00J,A83011,Amlodipine_Tab 5mg,1,7.9245600000000005,336
2019-05-01,00J,A83026,Levothyrox Sod_Tab 25mcg,1,21.74083,400
