month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-07-01,11E,L81072,Amlodipine_Tab 10mg,1,8.254560000000001,336
2018-09-01,11E,L81072,Levothyrox Sod_Tab 50mcg,1,12.2472,336
2019-05-01,11E,L81045,Levothyrox Sod_Tab 100mcg,1,12.07351,350
2019-05-01,11E,L81072,Amlodipine_Tab 10mg,1,7.912160000000001,336
2019-02-01,11E,L81069,Levothyrox Sod_Tab 50mcg,1,10.93297,336
2019-02-01,11E,L81072,Amlodipine_Tab 10mg,1,7.4661,336
2019-06-01,11E,L81072,Amlodipine_Tab 10mg,1,7.91788,336
2018-12-01,11E,L81072,Amlodipine_Tab 10mg,1,7.5739600000000005,336
2018-12-01,11E,L81072,Levothyrox Sod_Tab 50mcg,1,11.24956,336
2018-11-01,11E,L81027,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2018-09-01,11E,L81072,Amlodipine_Tab 10mg,1,12.46987,336
2018-10-01,11E,L81045,Levothyrox Sod_Tab 100mcg,1,12.640189999999999,350
2019-03-01,11E,L81072,Amlodipine_Tab 10mg,1,7.46962,336
2019-03-01,11E,L81072,Levothyrox Sod_Tab 50mcg,1,10.92571,336
2019-01-01,11E,L81068,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2018-08-01,11E,L81072,Amlodipine_Tab 10mg,1,12.48253,336
2018-08-01,11E,L81072,Levothyrox Sod_Tab 50mcg,1,12.25963,336
2019-04-01,11E,L81068,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-11-01,11E,L81072,Amlodipine_Tab 10mg,1,7.57037,336
2018-11-01,11E,L81072,Levothyrox Sod_Tab 50mcg,1,11.24422,336
2018-09-01,11E,L81068,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-10-01,11E,L81072,Amlodipine_Tab 10mg,1,8.01779,336
2019-01-01,11E,L81072,Amlodipine_Tab 10mg,1,7.46231,336
2019-06-01,11E,L81655,Ramipril_Cap 10mg,1,14.08951,390
