month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,09J,G82639,Ramipril_Cap 5mg,1,16.99602,566
2018-11-01,09J,G82048,Levothyrox Sod_Tab 25mcg,1,38.97548,690
2018-10-01,09J,G82185,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-02-01,09J,G82044,Levothyrox Sod_Tab 25mcg,1,29.057479999999998,563
2019-06-01,09J,G82032,Levothyrox Sod_Tab 100mcg,1,11.49891,336
2019-04-01,09J,G82048,Levothyrox Sod_Tab 25mcg,2,74.86759,690
2019-05-01,09J,G82032,Levothyrox Sod_Tab 100mcg,1,11.4906,336
2019-05-01,09J,Y02826,Ramipril_Cap 1.25mg,1,18.97343,563
2018-08-01,09J,G82185,Levothyrox Sod_Tab 25mcg,2,44.38237,336
2018-12-01,09J,G82212,Atorvastatin_Tab 20mg,1,8.70018,336
2018-11-01,09J,G82185,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2018-10-01,09J,G82808,Levothyrox Sod_Tab 100mcg,1,18.05242,504
2019-03-01,09J,G82032,Levothyrox Sod_Tab 100mcg,1,10.82662,336
2019-03-01,09J,G82212,Ramipril_Cap 10mg,1,9.82324,336
2019-01-01,09J,G82056,Levothyrox Sod_Tab 50mcg,1,18.53613,567
