month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,08C,E85074,Levothyrox Sod_Tab 100mcg,1,12.4135,360
2018-10-01,08C,E85128,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2018-10-01,08C,E85020,Levothyrox Sod_Tab 25mcg,1,26.320759999999996,420
2019-06-01,08C,E85025,Levothyrox Sod_Tab 50mcg,1,19.117179999999998,556
2018-08-01,08C,E85033,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2019-05-01,08C,E85033,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-02-01,08C,E85033,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-01-01,08C,E85008,Levothyrox Sod_Tab 25mcg,1,25.90772,504
2019-07-01,08C,E85033,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2018-12-01,08C,E85685,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2018-11-01,08C,E85033,Levothyrox Sod_Tab 25mcg,1,18.93832,336
2019-02-01,08C,E85008,Levothyrox Sod_Tab 25mcg,1,25.9209,504
2019-02-01,08C,E85020,Levothyrox Sod_Tab 25mcg,1,21.60281,420
