month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,09P,G81041,Amlodipine_Tab 5mg,1,8.096860000000001,364
2018-12-01,09P,G81041,Levothyrox Sod_Tab 50mcg,1,12.19942,364
2019-05-01,09P,G81025,Levothyrox Sod_Tab 50mcg,1,20.607870000000002,600
2019-01-01,09P,G81026,Levothyrox Sod_Tab 25mcg,1,28.784979999999997,560
2019-02-01,09P,G81041,Levothyrox Sod_Tab 25mcg,1,25.8166,500
2019-06-01,09P,G81658,Levothyrox Sod_Tab 25mcg,1,27.16517,500
2018-12-01,09P,G81658,Levothyrox Sod_Tab 25mcg,1,28.29198,500
2018-11-01,09P,G81041,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2018-10-01,09P,G81026,Levothyrox Sod_Tab 25mcg,1,266.60376,4256
2019-03-01,09P,G81025,Simvastatin_Tab 20mg,1,8.26242,336
2019-03-01,09P,G81041,Levothyrox Sod_Tab 100mcg,1,10.82662,336
2019-03-01,09P,G81658,Amlodipine_Tab 10mg,1,7.4820199999999994,336
