month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-07-01,07Y,E85683,Levothyrox Sod_Tab 100mcg,2,23.89609,336
2018-09-01,07Y,E85040,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2019-03-01,07Y,E85693,Levothyrox Sod_Tab 50mcg,1,13.1192,400
2019-06-01,07Y,E85746,Ramipril_Cap 2.5mg,1,14.71216,400
2018-08-01,07Y,E85735,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2018-09-01,07Y,E85056,Ramipril_Cap 2.5mg,1,18.66876,400
2019-03-01,07Y,E85683,Levothyrox Sod_Tab 100mcg,1,10.82662,336
2019-05-01,07Y,E85696,Levothyrox Sod_Tab 100mcg,1,13.77295,400
2019-02-01,07Y,E85113,Levothyrox Sod_Tab 50mcg,1,10.93297,336
2019-02-01,07Y,E85735,Levothyrox Sod_Tab 100mcg,1,10.821539999999999,336
2019-01-01,07Y,E85683,Levothyrox Sod_Tab 100mcg,1,10.81604,336
2019-01-01,07Y,E85693,Levothyrox Sod_Tab 25mcg,1,26.83377,520
2019-06-01,07Y,E85693,Levothyrox Sod_Tab 50mcg,1,13.782829999999999,400
2018-12-01,07Y,E85007,Levothyrox Sod_Tab 25mcg,1,28.41475,504
2018-11-01,07Y,E85683,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2018-11-01,07Y,E85693,Levothyrox Sod_Tab 50mcg,1,13.49971,400
2019-03-01,07Y,E85059,Levothyrox Sod_Tab 100mcg,1,10.82662,336
