month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,05Y,M91019,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-04-01,05Y,M91019,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2018-09-01,05Y,M91637,Levothyrox Sod_Tab 100mcg,1,14.43069,392
2019-05-01,05Y,M91017,Levothyrox Sod_Tab 25mcg,1,18.49053,340
2019-02-01,05Y,M91017,Levothyrox Sod_Tab 25mcg,1,17.589029999999998,340
2019-06-01,05Y,M91019,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2018-09-01,05Y,M91647,Ramipril_Cap 10mg,1,11.25755,336
2018-09-01,05Y,M91017,Levothyrox Sod_Tab 25mcg,1,22.52848,340
2019-02-01,05Y,M91019,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2018-10-01,05Y,M91019,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-03-01,05Y,M91637,Levothyrox Sod_Tab 100mcg,1,12.62899,392
2019-06-01,05Y,M91647,Atorvastatin_Tab 20mg,1,9.04548,336
