month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-10-01,14L,P84034,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-05-01,14L,P84034,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-01-01,14L,P84029,Atorvastatin_Tab 20mg,1,8.58848,336
2019-01-01,14L,P84672,Levothyrox Sod_Tab 25mcg,1,23.03046,448
2019-04-01,14L,P84009,Atorvastatin_Tab 20mg,1,9.04312,336
2018-11-01,14L,P84672,Levothyrox Sod_Tab 25mcg,1,25.24696,448
2018-09-01,14L,P84071,Ramipril_Cap 2.5mg,1,23.39341,504
2019-01-01,14L,P84009,Atorvastatin_Tab 20mg,1,8.58848,336
2019-06-01,14L,P84030,Levothyrox Sod_Tab 50mcg,1,14.370529999999999,420
2018-08-01,14L,P84672,Levothyrox Sod_Tab 25mcg,1,29.584120000000002,448
2018-10-01,14L,Y01695,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-05-01,14L,P84672,Levothyrox Sod_Tab 25mcg,1,24.23178,448
2019-01-01,14L,P84034,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2019-06-01,14L,P84009,Atorvastatin_Tab 20mg,1,9.04548,336
