month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-12-01,02T,B84001,Levothyrox Sod_Tab 100mcg,1,27.57938,840
2018-10-01,02T,Y03112,Ramipril_Cap 5mg,1,26.72699,828
2018-10-01,02T,B84014,Amlodipine_Tab 5mg,1,8.70554,365
2019-01-01,02T,B84613,Levothyrox Sod_Tab 100mcg,1,13.51695,420
2019-06-01,02T,B84009,Levothyrox Sod_Tab 25mcg,1,21.208170000000003,390
2019-07-01,02T,B84004,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2019-04-01,02T,B84007,Ramipril_Cap 2.5mg,1,12.27634,336
2019-04-01,02T,B84009,Levothyrox Sod_Tab 25mcg,1,21.20266,390
2018-09-01,02T,B84007,Ramipril_Cap 2.5mg,1,15.599739999999999,336
2018-09-01,02T,B84014,Levothyrox Sod_Tab 100mcg,1,26.78922,728
2019-07-01,02T,B84009,Levothyrox Sod_Tab 25mcg,1,20.18176,390
2018-12-01,02T,B84007,Ramipril_Cap 2.5mg,1,12.37577,336
2019-05-01,02T,B84613,Levothyrox Sod_Tab 100mcg,1,17.22971,504
