month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,12F,N85019,Levothyrox Sod_Tab 100mcg,1,16.68148,450
2019-07-01,12F,N85031,Atorvastatin_Tab 20mg,1,9.49399,336
2018-10-01,12F,N85013,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-03-01,12F,N85013,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-07-01,12F,N85013,Levothyrox Sod_Tab 25mcg,1,17.30236,336
2019-04-01,12F,N85032,Ramipril_Tab 2.5mg,1,47.28431,336
2019-05-01,12F,N85640,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-01-01,12F,N85640,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2018-09-01,12F,N85019,Atorvastatin_Tab 40mg,1,17.2327,448
2018-09-01,12F,N85640,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2019-03-01,12F,N85015,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-01-01,12F,N85013,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-01-01,12F,N85015,Levothyrox Sod_Tab 25mcg,1,17.27595,336
