month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,10X,J82080,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2019-07-01,10X,J82207,Levothyrox Sod_Tab 25mcg,1,20.69302,400
2019-07-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,25.947329999999997,504
2019-04-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,27.271790000000003,504
2018-11-01,10X,J82062,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2018-09-01,10X,J82101,Ramipril_Cap 2.5mg,1,15.599739999999999,336
2018-10-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-03-01,10X,J82207,Levothyrox Sod_Tab 25mcg,1,20.681720000000002,400
2019-05-01,10X,J82062,Atorvastatin_Tab 20mg,1,9.03895,336
2019-05-01,10X,J82207,Levothyrox Sod_Tab 25mcg,1,21.74083,400
2019-02-01,10X,J82062,Atorvastatin_Tab 20mg,1,8.59285,336
2019-01-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,25.80353,500
2019-06-01,10X,J82122,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2019-07-01,10X,J82062,Levothyrox Sod_Tab 25mcg,2,34.60471,336
2018-12-01,10X,J82622,Levothyrox Sod_Tab 50mcg,1,12.16947,360
2018-11-01,10X,J82062,Atorvastatin_Tab 20mg,1,8.696060000000001,336
2018-11-01,10X,J82062,Levothyrox Sod_Tab 25mcg,2,37.87664,336
2018-11-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,28.40128,504
2018-09-01,10X,J82062,Atorvastatin_Tab 20mg,1,9.81016,336
2018-09-01,10X,J82207,Levothyrox Sod_Tab 25mcg,1,26.49026,400
2018-09-01,10X,J82062,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2018-10-01,10X,J82062,Levothyrox Sod_Tab 100mcg,1,12.03908,336
2019-03-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-06-01,10X,J82062,Levothyrox Sod_Tab 100mcg,1,11.49891,336
2019-06-01,10X,J82122,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2018-08-01,10X,J82128,Atorvastatin_Tab 80mg,1,34.968759999999996,528
2018-08-01,10X,J82622,Levothyrox Sod_Tab 50mcg,1,13.24506,360
2018-12-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,18.9473,336
2019-04-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,18.18533,336
2019-04-01,10X,J82062,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2018-11-01,10X,J82128,Atorvastatin_Tab 80mg,1,28.10235,528
2018-10-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,31.58243,504
2019-03-01,10X,J82062,Levothyrox Sod_Tab 25mcg,1,25.93309,504
2019-03-01,10X,J82062,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-05-01,10X,J82622,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-02-01,10X,J82622,Levothyrox Sod_Tab 50mcg,1,11.81301,360
2019-01-01,10X,J82062,Ramipril_Tab 5mg,1,61.64141,448
2019-01-01,10X,J82207,Levothyrox Sod_Tab 25mcg,1,20.66159,400
2019-01-01,10X,J82213,Levothyrox Sod_Tab 100mcg,1,11.716339999999999,364
2019-06-01,10X,J82122,Levothyrox Sod_Tab 100mcg,1,11.49891,336
