month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,13T,A86018,Levothyrox Sod_Tab 25mcg,1,22.19119,336
2018-08-01,13T,A86018,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2018-12-01,13T,A85020,Levothyrox Sod_Tab 25mcg,1,28.29198,500
2018-12-01,13T,A86020,Levothyrox Sod_Tab 25mcg,1,19.83625,350
2019-04-01,13T,A85020,Levothyrox Sod_Tab 100mcg,1,11.49591,336
2018-11-01,13T,A85620,Levothyrox Sod_Tab 25mcg,1,22.64724,400
2018-09-01,13T,A86029,Levothyrox Sod_Tab 25mcg,1,24.64391,372
2018-10-01,13T,A85018,Levothyrox Sod_Tab 25mcg,1,21.059089999999998,336
2019-02-01,13T,A85018,Levothyrox Sod_Tab 25mcg,1,17.28473,336
2019-01-01,13T,A85020,Levothyrox Sod_Tab 25mcg,1,25.80353,500
2019-06-01,13T,A85620,Levothyrox Sod_Tab 25mcg,1,40.60327,400
2019-06-01,13T,A86020,Levothyrox Sod_Tab 25mcg,1,19.05213,350
2018-09-01,13T,A85620,Levothyrox Sod_Tab 25mcg,1,26.49026,400
2019-02-01,13T,A85617,Levothyrox Sod_Tab 100mcg,1,10.821539999999999,336
2019-06-01,13T,A85018,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2019-06-01,13T,A85020,Levothyrox Sod_Tab 25mcg,1,27.16517,500
2018-12-01,13T,A85020,Levothyrox Sod_Tab 50mcg,1,11.26196,336
2018-12-01,13T,A86029,Levothyrox Sod_Tab 25mcg,1,21.08002,372
2019-04-01,13T,A86029,Levothyrox Sod_Tab 25mcg,1,20.23641,372
2018-11-01,13T,A86029,Levothyrox Sod_Tab 25mcg,1,21.07007,372
2018-09-01,13T,A86020,Levothyrox Sod_Tab 25mcg,1,23.19651,350
2018-10-01,13T,A85616,Levothyrox Sod_Tab 100mcg,1,12.03908,336
2019-03-01,13T,A85620,Levothyrox Sod_Tab 25mcg,1,20.681720000000002,400
2019-03-01,13T,A86020,Levothyrox Sod_Tab 25mcg,1,18.117520000000003,350
2019-02-01,13T,A85617,Levothyrox Sod_Tab 50mcg,1,10.93297,336
