month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,10V,J82098,Ramipril_Cap 10mg,1,11.26897,336
2019-07-01,10V,J82041,Levothyrox Sod_Tab 100mcg,1,12.90325,360
2018-09-01,10V,J82041,Levothyrox Sod_Tab 100mcg,1,13.352360000000001,360
2019-01-01,10V,J82010,Levothyrox Sod_Tab 25mcg,1,25.80353,500
2018-12-01,10V,J82009,Levothyrox Sod_Tab 50mcg,1,11.26196,336
2018-12-01,10V,J82010,Simvastatin_Tab 40mg,1,8.922939999999999,336
2018-12-01,10V,J82010,Levothyrox Sod_Tab 100mcg,1,11.03919,336
2019-04-01,10V,J82041,Levothyrox Sod_Tab 100mcg,1,12.4135,360
2018-09-01,10V,J82041,Atorvastatin_Tab 20mg,1,9.81016,336
2019-03-01,10V,J82009,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-05-01,10V,J82010,Simvastatin_Tab 40mg,1,9.70758,336
2019-06-01,10V,J82196,Levothyrox Sod_Tab 50mcg,1,11.49891,336
2018-11-01,10V,J82134,Levothyrox Sod_Tab 100mcg,1,11.03397,336
2018-10-01,10V,J82010,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2019-03-01,10V,J82098,Amlodipine_Tab 10mg,1,7.4820199999999994,336
2019-05-01,10V,J82010,Levothyrox Sod_Tab 25mcg,1,27.145609999999998,500
2019-05-01,10V,J82010,Levothyrox Sod_Tab 100mcg,2,22.98121,336
2019-01-01,10V,J82010,Levothyrox Sod_Tab 100mcg,1,10.81604,336
2019-01-01,10V,J82147,Levothyrox Sod_Tab 25mcg,1,20.66159,400
2019-01-01,10V,J82196,Levothyrox Sod_Tab 50mcg,1,10.92742,336
