month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2019-04-01,03H,B81030,Levothyrox Sod_Tab 50mcg,1,12.452860000000001,364
2019-04-01,03H,B81091,Levothyrox Sod_Tab 50mcg,1,17.1983,500
2018-09-01,03H,B81665,Levothyrox Sod_Tab 50mcg,1,12.2596,336
2018-10-01,03H,B81091,Levothyrox Sod_Tab 50mcg,1,18.33801,500
2019-03-01,03H,B81031,Levothyrox Sod_Tab 25mcg,1,25.828689999999998,500
2018-09-01,03H,B81665,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-10-01,03H,B81015,Levothyrox Sod_Tab 100mcg,1,12.03908,336
2019-05-01,03H,B81665,Levothyrox Sod_Tab 25mcg,2,36.35387,336
2019-02-01,03H,B81015,Levothyrox Sod_Tab 100mcg,1,10.821539999999999,336
2019-02-01,03H,B81665,Levothyrox Sod_Tab 25mcg,2,34.56946,336
2019-07-01,03H,B81015,Levothyrox Sod_Tab 100mcg,1,11.94805,336
2019-04-01,03H,B81030,Levothyrox Sod_Tab 100mcg,1,12.452860000000001,364
