month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-11-01,05C,M87024,Atorvastatin_Tab 20mg,1,8.696060000000001,336
2019-05-01,05C,M87024,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-01-01,05C,M87011,Levothyrox Sod_Tab 25mcg,1,25.80353,500
2019-07-01,05C,M87623,Simvastatin_Tab 40mg,1,12.19678,400
2018-11-01,05C,M87623,Levothyrox Sod_Tab 25mcg,1,28.27862,500
2018-10-01,05C,M87024,Levothyrox Sod_Tab 50mcg,1,12.26179,336
2019-01-01,05C,M87024,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2018-11-01,05C,M87024,Levothyrox Sod_Tab 50mcg,1,11.25662,336
2019-05-01,05C,M87011,Levothyrox Sod_Tab 25mcg,1,27.145609999999998,500
2019-02-01,05C,M87011,Levothyrox Sod_Tab 100mcg,1,15.55535,480
