month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,15D,H81047,Ramipril_Cap 5mg,1,10.60026,336
2018-08-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,36.97704,560
2018-08-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2019-04-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,30.30061,560
2019-04-01,15D,K81059,Levothyrox Sod_Tab 25mcg,1,27.1581,500
2018-09-01,15D,K81610,Atorvastatin_Tab 10mg,1,9.52047,400
2019-03-01,15D,K81020,Levothyrox Sod_Tab 25mcg,1,23.05301,448
2019-03-01,15D,K81075,Amlodipine_Tab 5mg,1,7.25904,336
2019-05-01,15D,K81006,Levothyrox Sod_Tab 25mcg,1,19.57706,360
2019-05-01,15D,K81066,Levothyrox Sod_Tab 50mcg,1,11.4906,336
2019-02-01,15D,K81020,Levothyrox Sod_Tab 25mcg,1,23.042170000000002,448
2018-08-01,15D,K81018,Levothyrox Sod_Tab 25mcg,1,33.12053,500
2018-11-01,15D,K81020,Levothyrox Sod_Tab 25mcg,1,25.24696,448
2018-11-01,15D,K81059,Levothyrox Sod_Tab 25mcg,1,28.27862,500
2018-10-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,31.43187,500
2019-05-01,15D,H81047,Levothyrox Sod_Tab 25mcg,2,54.291230000000006,500
2019-05-01,15D,K81006,Levothyrox Sod_Tab 50mcg,1,12.40782,360
2019-02-01,15D,H81047,Ramipril_Cap 5mg,1,8.92715,336
2019-01-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,51.494659999999996,1000
2018-08-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,23.21995,350
2019-07-01,15D,K81018,Levothyrox Sod_Tab 25mcg,1,25.84283,500
2019-07-01,15D,K81020,Levothyrox Sod_Tab 25mcg,1,23.06567,448
2018-12-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,31.570559999999997,560
2018-12-01,15D,K81066,Levothyrox Sod_Tab 50mcg,1,11.26196,336
2019-04-01,15D,K81068,Atorvastatin_Tab 20mg,1,15.05211,556
2018-10-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,62.75135,1000
2019-03-01,15D,H81047,Levothyrox Sod_Tab 25mcg,1,18.117520000000003,350
2019-03-01,15D,K81018,Levothyrox Sod_Tab 25mcg,1,25.828689999999998,500
