month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-08-01,09X,H82615,Levothyrox Sod_Tab 100mcg,1,12.38348,336
2019-04-01,09X,H82056,Levothyrox Sod_Tab 100mcg,1,34.293479999999995,1000
2019-02-01,09X,H82056,Levothyrox Sod_Tab 25mcg,1,20.67205,400
2018-12-01,09X,H82036,Levothyrox Sod_Tab 25mcg,1,34.83566,360
2019-01-01,09X,H82028,Levothyrox Sod_Tab 50mcg,1,10.92742,336
2019-01-01,09X,H82035,Levothyrox Sod_Tab 100mcg,1,10.81604,336
2019-07-01,09X,H82056,Levothyrox Sod_Tab 25mcg,1,20.69302,400
2018-09-01,09X,H82036,Levothyrox Sod_Tab 25mcg,1,34.822070000000004,360
2018-10-01,09X,H82056,Levothyrox Sod_Tab 25mcg,1,25.16798,400
2019-03-01,09X,H82003,Levothyrox Sod_Tab 50mcg,1,10.93811,336
2019-03-01,09X,H82036,Levothyrox Sod_Tab 25mcg,1,34.86842,360
