month,pct,practice,bnf_name,items,actual_cost,quantity_per_item
2018-09-01,04V,C82103,Levothyrox Sod_Tab 100mcg,1,12.37093,336
2019-05-01,04V,C82121,Levothyrox Sod_Tab 25mcg,1,18.17694,336
2019-06-01,04V,C82011,Levothyrox Sod_Tab 25mcg,1,21.21969,392
2018-12-01,04V,C82012,Ramipril_Cap 2.5mg,1,15.46662,420
2019-04-01,04V,C82011,Levothyrox Sod_Tab 25mcg,1,21.21415,392
2019-03-01,04V,C82007,Levothyrox Sod_Tab 25mcg,1,17.29286,336
2019-02-01,04V,C82011,Levothyrox Sod_Tab 25mcg,1,20.16345,392
2019-01-01,04V,C82121,Levothyrox Sod_Tab 25mcg,1,17.27595,336
2019-06-01,04V,C82007,Levothyrox Sod_Tab 25mcg,1,18.19008,336
2019-06-01,04V,C82064,Levothyrox Sod_Tab 25mcg,1,22.73449,420
2018-12-01,04V,C82011,Levothyrox Sod_Tab 25mcg,1,22.10311,392
2018-09-01,04V,C82121,Levothyrox Sod_Tab 25mcg,1,22.168689999999998,336
2018-10-01,04V,C82011,Levothyrox Sod_Tab 25mcg,1,24.56687,392
